prompt,actual_ans,gen_ans,prompt_ppl,accuracy
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel journeyed to the kitchen. Daniel journeyed to the bedroom.
question: Where is Daniel?
answer:",bedroom,bedroom,2.5284934043884277,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel journeyed to the kitchen. Daniel journeyed to the bedroom. Sandra moved to the garden. Sandra went back to the kitchen.
question: Where is Sandra?
answer:",kitchen,kitchen,2.547999143600464,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel journeyed to the kitchen. Daniel journeyed to the bedroom. Sandra moved to the garden. Sandra went back to the kitchen. Daniel travelled to the office. Sandra went back to the hallway.
question: Where is Sandra?
answer:",hallway,hallway,2.8581607341766357,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel journeyed to the kitchen. Daniel journeyed to the bedroom. Sandra moved to the garden. Sandra went back to the kitchen. Daniel travelled to the office. Sandra went back to the hallway. Daniel journeyed to the hallway. Daniel went to the bathroom.
question: Where is Sandra?
answer:",hallway,hallway,2.8618545532226562,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel journeyed to the kitchen. Daniel journeyed to the bedroom. Sandra moved to the garden. Sandra went back to the kitchen. Daniel travelled to the office. Sandra went back to the hallway. Daniel journeyed to the hallway. Daniel went to the bathroom. John travelled to the garden. Daniel moved to the hallway.
question: Where is Daniel?
answer:",hallway,hallway,2.738051176071167,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went back to the bathroom. Mary travelled to the bathroom.
question: Where is John?
answer:",bathroom,bathroom,2.2747902870178223,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went back to the bathroom. Mary travelled to the bathroom. Mary went to the garden. Sandra moved to the garden.
question: Where is John?
answer:",bathroom,bathroom,2.9523379802703857,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went back to the bathroom. Mary travelled to the bathroom. Mary went to the garden. Sandra moved to the garden. John went to the kitchen. Daniel moved to the bathroom.
question: Where is John?
answer:",kitchen,kitchen,2.932945728302002,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went back to the bathroom. Mary travelled to the bathroom. Mary went to the garden. Sandra moved to the garden. John went to the kitchen. Daniel moved to the bathroom. Daniel went back to the hallway. Mary went to the kitchen.
question: Where is Mary?
answer:",kitchen,kitchen,2.801081418991089,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went back to the bathroom. Mary travelled to the bathroom. Mary went to the garden. Sandra moved to the garden. John went to the kitchen. Daniel moved to the bathroom. Daniel went back to the hallway. Mary went to the kitchen. Daniel went to the garden. Daniel travelled to the hallway.
question: Where is Daniel?
answer:",hallway,hallway,2.7306807041168213,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went back to the bedroom. Mary travelled to the bathroom.
question: Where is Mary?
answer:",bathroom,bathroom,2.5557756423950195,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went back to the bedroom. Mary travelled to the bathroom. John travelled to the office. Mary travelled to the bedroom.
question: Where is Mary?
answer:",bedroom,bedroom,2.337570905685425,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went back to the bedroom. Mary travelled to the bathroom. John travelled to the office. Mary travelled to the bedroom. John journeyed to the kitchen. John moved to the hallway.
question: Where is Mary?
answer:",bedroom,bedroom,2.5568010807037354,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went back to the bedroom. Mary travelled to the bathroom. John travelled to the office. Mary travelled to the bedroom. John journeyed to the kitchen. John moved to the hallway. Daniel moved to the hallway. Mary went back to the garden.
question: Where is Mary?
answer:",garden,garden,2.507964611053467,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went back to the bedroom. Mary travelled to the bathroom. John travelled to the office. Mary travelled to the bedroom. John journeyed to the kitchen. John moved to the hallway. Daniel moved to the hallway. Mary went back to the garden. Daniel went back to the office. Daniel travelled to the kitchen.
question: Where is Daniel?
answer:",kitchen,kitchen,2.5544586181640625,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel moved to the garden. Mary went back to the bathroom.
question: Where is Daniel?
answer:",garden,garden,2.117286443710327,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel moved to the garden. Mary went back to the bathroom. Daniel travelled to the kitchen. Sandra went to the kitchen.
question: Where is Sandra?
answer:",kitchen,kitchen,2.4734792709350586,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel moved to the garden. Mary went back to the bathroom. Daniel travelled to the kitchen. Sandra went to the kitchen. Daniel journeyed to the garden. Mary journeyed to the kitchen.
question: Where is Mary?
answer:",kitchen,kitchen,2.503261089324951,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel moved to the garden. Mary went back to the bathroom. Daniel travelled to the kitchen. Sandra went to the kitchen. Daniel journeyed to the garden. Mary journeyed to the kitchen. Mary moved to the hallway. John went back to the bedroom.
question: Where is Mary?
answer:",hallway,hallway,2.813272476196289,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel moved to the garden. Mary went back to the bathroom. Daniel travelled to the kitchen. Sandra went to the kitchen. Daniel journeyed to the garden. Mary journeyed to the kitchen. Mary moved to the hallway. John went back to the bedroom. John moved to the office. John travelled to the bathroom.
question: Where is Mary?
answer:",hallway,hallway,2.786651134490967,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went to the office. Daniel journeyed to the kitchen.
question: Where is Daniel?
answer:",kitchen,kitchen,2.423614263534546,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went to the office. Daniel journeyed to the kitchen. John travelled to the bedroom. John moved to the garden.
question: Where is Daniel?
answer:",kitchen,kitchen,2.6936802864074707,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went to the office. Daniel journeyed to the kitchen. John travelled to the bedroom. John moved to the garden. Daniel journeyed to the bathroom. John journeyed to the bedroom.
question: Where is John?
answer:",bedroom,bedroom,2.6534647941589355,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went to the office. Daniel journeyed to the kitchen. John travelled to the bedroom. John moved to the garden. Daniel journeyed to the bathroom. John journeyed to the bedroom. Sandra journeyed to the kitchen. Mary moved to the garden.
question: Where is John?
answer:",bedroom,bedroom,2.953385829925537,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: John went to the office. Daniel journeyed to the kitchen. John travelled to the bedroom. John moved to the garden. Daniel journeyed to the bathroom. John journeyed to the bedroom. Sandra journeyed to the kitchen. Mary moved to the garden. Sandra journeyed to the bathroom. Sandra went back to the bedroom.
question: Where is Sandra?
answer:",bedroom,bedroom,2.698154926300049,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel travelled to the kitchen. Daniel journeyed to the garden.
question: Where is Daniel?
answer:",garden,garden,2.2351324558258057,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel travelled to the kitchen. Daniel journeyed to the garden. John journeyed to the office. John travelled to the garden.
question: Where is Daniel?
answer:",garden,garden,2.6027307510375977,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel travelled to the kitchen. Daniel journeyed to the garden. John journeyed to the office. John travelled to the garden. Daniel moved to the office. John went to the hallway.
question: Where is John?
answer:",hallway,hallway,2.865827798843384,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel travelled to the kitchen. Daniel journeyed to the garden. John journeyed to the office. John travelled to the garden. Daniel moved to the office. John went to the hallway. John moved to the office. Daniel journeyed to the kitchen.
question: Where is John?
answer:",office,office,2.7631537914276123,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Daniel travelled to the kitchen. Daniel journeyed to the garden. John journeyed to the office. John travelled to the garden. Daniel moved to the office. John went to the hallway. John moved to the office. Daniel journeyed to the kitchen. Daniel went to the garden. John went back to the bathroom.
question: Where is Daniel?
answer:",garden,garden,2.301760196685791,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went to the bathroom. John went to the kitchen.
question: Where is John?
answer:",kitchen,kitchen,2.2617249488830566,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went to the bathroom. John went to the kitchen. Daniel moved to the office. Daniel moved to the bathroom.
question: Where is Daniel?
answer:",bathroom,bathroom,2.8090271949768066,1.0
"context: John moved to the bedroom. Mary moved to the hallway.
question: Where is Mary?
answer: hallway
###
context: Daniel moved to the garden. John went to the kitchen.
question: Where is Daniel?
answer: garden
###
context: Sandra went to the hallway. Sandra journeyed to the kitchen.
question: Where is Sandra?
answer: kitchen
###
context: Sandra went to the garden. Sandra journeyed to the bedroom.
question: Where is Sandra?
answer: bedroom
###
context: Daniel went to the kitchen. Mary travelled to the hallway. Daniel went back to the garden. Mary went back to the bathroom.
question: Where is Mary?
answer: bathroom
###
context: Mary went to the bathroom. John went to the kitchen. Daniel moved to the office. Daniel moved to the bathroom. Sandra travelled to the bathroom. Mary travelled to the kitchen.
question: Where is John?
answer:",kitchen,kitchen,3.56166672706604,1.0
